File Name,Type,PSNR,SSIM
AisazuNihaIrarenai_000,Full Color,8.94254207611084,0.5133076906204224
AisazuNihaIrarenai_001,B/W,20.17389488220215,0.9631290435791016
AisazuNihaIrarenai_002,B/W,18.260862350463867,0.9785342216491699
AisazuNihaIrarenai_003,B/W,17.8170223236084,0.9760116338729858
AisazuNihaIrarenai_004,B/W,18.770374298095703,0.9761881828308105
AisazuNihaIrarenai_005,B/W,18.701927185058594,0.9779094457626343
AisazuNihaIrarenai_006,B/W,18.77327537536621,0.976207435131073
AisazuNihaIrarenai_007,B/W,18.996646881103516,0.9795732498168945
AisazuNihaIrarenai_008,B/W,18.490903854370117,0.9743384122848511
AisazuNihaIrarenai_009,B/W,18.494613647460938,0.9804509878158569
AisazuNihaIrarenai_010,B/W,18.066619873046875,0.9749731421470642
AisazuNihaIrarenai_011,B/W,18.693201065063477,0.9734172821044922
AisazuNihaIrarenai_012,B/W,19.369213104248047,0.9464058876037598
AisazuNihaIrarenai_013,B/W,19.46186637878418,0.950499951839447
AisazuNihaIrarenai_014,B/W,18.733152389526367,0.9814257025718689
AisazuNihaIrarenai_015,B/W,18.150527954101562,0.9793965816497803
AisazuNihaIrarenai_016,B/W,19.555084228515625,0.9782840609550476
AisazuNihaIrarenai_017,B/W,18.80124855041504,0.9818981885910034
AisazuNihaIrarenai_018,B/W,18.96573257446289,0.9734325408935547
AisazuNihaIrarenai_019,B/W,17.493688583374023,0.9729766845703125
AisazuNihaIrarenai_020,B/W,18.169532775878906,0.9703612327575684
AisazuNihaIrarenai_021,B/W,17.56869888305664,0.9741946458816528
AisazuNihaIrarenai_022,B/W,18.446577072143555,0.9765001535415649
AisazuNihaIrarenai_023,B/W,18.86587905883789,0.9840001463890076
AisazuNihaIrarenai_024,B/W,18.51531219482422,0.9712719321250916
AisazuNihaIrarenai_025,B/W,17.74796485900879,0.97581547498703
AisazuNihaIrarenai_026,B/W,18.114933013916016,0.9761003851890564
AisazuNihaIrarenai_027,B/W,18.3284912109375,0.9683486223220825
AisazuNihaIrarenai_028,B/W,20.123273849487305,0.9679707288742065
